id,category,feature,decision,portability,maturity,source_repositories,source_commits,target_overlap,rationale,risks,evidence,evidence_urls
F-047,Slot affinity and user isolation,Unified cache and slot ownership lifecycle,REDESIGN,Medium,M1,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,ROCmFPX has its own scheduler and cache engine.,"Introduce one TenantContext/CacheScope object passed through admission, selection, restore, save, metrics, and release.",Distributed accounting is difficult to audit and test.,E-060 | E-081 | E-082 | E-085,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-context-page-manager.h | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-task.cpp | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-context.cpp | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-context.cpp
F-048,Cache administration,SSD cache CLI and environment controls,REDESIGN,High,M2,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,ROCmFPX currently exposes --cache-disk and --cache-disk-limit.,"Extend target-native naming with explicit persistent-mode, durability, retention, and namespace controls; preserve backward compatibility.","Cachy source, docs, and parent runner use conflicting defaults.",E-022 | E-023 | E-024,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/common.h | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/arg.cpp | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/README.md
F-049,Cache administration,Parent profile overrides,REDESIGN,High,M2,fewtarius/llama-ai,1017f3dfdce3ca2b06aa9007b23295db3bb35722,ROCmFPX has build/run scripts but should not directly import GPL shell code into its MIT tree.,Re-express useful profile rules in an MIT-compatible configuration layer or external GPL deployment project.,License incompatibility for direct incorporation; default drift.,E-005 | E-006 | E-007 | E-118,https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/llama-run.sh | https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/llama-run.sh | https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/llama-run.sh | https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/llama-run.sh
F-050,Cache administration,Retention by unused days,RETAIN,High,M2,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,ROCmFPX currently evicts by byte pressure and run lifetime.,Add optional age eviction to persistent mode with monotonic/validated timestamps and dry-run reporting.,Clock rollback and unreadable metadata.,E-037 | E-053,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/kv-ssd-cache.cpp | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/kv-ssd-system-cache.cpp
F-051,Cache administration,Conversation-count eviction,REDESIGN,High,M1,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,ROCmFPX uses byte-bounded LRU entries.,Use manifest-backed LRU/bytes per tenant; do not choose victims solely by directory mtime.,Separate user/anonymous limits and non-atomic deletion.,E-065,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-context-page-manager.cpp
F-052,Cache administration,Startup discovery and cleanup,REDESIGN,High,M2,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,ROCmFPX already cleans stale private run directories using ownership markers and locks.,"Combine target ownership/lock safety with a persistent manifest, quarantine, bounded reconciliation, and schema migration.",Concurrent instances and partial entries need clear ownership.,E-031 | E-051 | E-053,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/kv-ssd-cache.cpp | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/kv-ssd-system-cache.cpp | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/kv-ssd-system-cache.cpp
F-053,Cache administration,Administrative cache API,REDESIGN,Medium,M1,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,ROCmFPX likewise exposes metrics/slots rather than a persistent-cache admin API.,"Add authenticated inspect/prune/invalidate endpoints or an offline admin CLI, with tenant scoping and dry-run.",Administrative APIs can expose prompt metadata and become a destructive control surface.,E-090 | E-091,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-context.cpp
F-054,Cache administration,Cache statistics API surface,REDESIGN,High,M1,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,"ROCmFPX already tracks disk saves, loads, evictions, failures, and prompt cache hits in logs/timings.",Expose low-cardinality cache counters and gauges from one target cache engine.,Metrics cardinality and undercounting.,E-030 | E-064 | E-092 | E-093,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/kv-ssd-cache.h | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-context-page-manager.cpp | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-context.cpp | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-task.cpp
F-055,Cache administration,Cache invalidation on compatibility change,RETAIN,High,M2,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,ROCmFPX model formats and MTP state evolve rapidly.,Retain fail-closed rejection and add explicit invalidate/migrate tooling keyed by exact model fingerprint.,Rejected files can consume disk indefinitely without cleanup.,E-038 | E-052,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/kv-ssd-cache.cpp | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/kv-ssd-system-cache.cpp
F-056,Cache administration,Standalone asynchronous KV page-manager prototype,REJECT,High,M0,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,ROCmFPX already has a working prompt cache engine.,Do not port this duplicate path. Extract only independently valuable test ideas after verifying semantics.,"Unbuilt code, inconsistent size comments/literals, duplicate architecture.",E-072 | E-073 | E-074 | E-075,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/kv_page_manager.h | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/kv_page_manager.cpp | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/test_kv_page_manager.cpp | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/CMakeLists.txt
F-057,Model lifecycle,Router-managed child model processes,RETAIN,Medium,M2,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,ROCmFPX inherits modern llama.cpp router capabilities or can reconcile against them.,Retain upstream/target router implementation rather than transplanting an older fork copy.,Router mode is explicitly experimental and unsuitable for untrusted direct exposure.,E-094 | E-105,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-models.cpp | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-models.cpp
F-058,Model lifecycle,Model load and unload API,RETAIN,High,M2,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,ROCmFPX's current base may already contain equivalent model routes.,"Use target-native routes and apply authentication, authorization, resource quotas, and audit logging.",Loading arbitrary presets can execute resource-heavy or unsafe configurations.,E-095 | E-096,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-models.cpp | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp
F-059,Model lifecycle,Model autoload on first routed request,RETAIN,Medium,M2,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,ROCmFPX documents model router controls in its inherited server.,Retain behind an explicit policy and admission controller.,Cold-start latency and denial-of-service by model thrashing.,E-094 | E-103,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-models.cpp | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/arg.cpp
F-060,Model lifecycle,Maximum loaded-model count with LRU unload,RETAIN,High,M2,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,Applicable to ROCmFPX where large quantized models compete for UMA/VRAM.,Retain target-native LRU but make memory pressure and pinned models first-class inputs.,Request-level recency alone may evict an expensive or pinned model.,E-094,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-models.cpp
F-061,Model lifecycle,Model preset reload,RETAIN,Medium,M2,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,Useful for ROCmFPX model presets and quant variants.,Retain with schema validation and atomic catalog swap.,Partial reloads and stale child parameters.,E-106,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-models.cpp
F-062,Model lifecycle,Local and cached model discovery,RETAIN,Medium,M2,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,ROCmFPX users manage many quantized variants.,Keep target-native discovery with explicit trust boundaries and allowlisted roots.,Untrusted presets and path traversal.,E-094 | E-105,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-models.cpp | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-models.cpp
F-063,Model lifecycle,Hugging Face GGUF discovery and split download,REDESIGN,High,M2,fewtarius/llama-ai,1017f3dfdce3ca2b06aa9007b23295db3bb35722,ROCmFPX has its own distribution/build workflows.,Implement or document an MIT-compatible downloader outside the inference core; verify checksums and free space.,Directly copying parent shell code would import GPL obligations; remote artifacts are untrusted input.,E-008,https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/llama-run.sh
F-064,Model lifecycle,Model-class profile selection,REDESIGN,High,M2,fewtarius/llama-ai,1017f3dfdce3ca2b06aa9007b23295db3bb35722,"ROCmFPX has multiple quant families, backends, MTP paths, and Strix profiles.","Reimplement as a declarative, tested preset resolver in the target or an external deployment package.",Heuristic metadata scanning from the first file bytes is brittle.,E-007 | E-011 | E-118,https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/llama-run.sh | https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/scripts/detect-gpu.sh | https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/llama-run.sh
F-065,Model lifecycle,Cache scope tied to model compatibility,RETAIN,High,M2,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,ROCmFPX frequently changes quant type and MTP layout.,"Namespace cache roots by exact model fingerprint and runtime state ABI, not just human model alias.",Aliases can point to different files over time.,E-038 | E-060,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/kv-ssd-cache.cpp | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-context-page-manager.h
F-066,Server APIs,OpenAI chat and completions compatibility,RETAIN,High,M3,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,ROCmFPX is built on a newer llama.cpp server.,Keep target-native API behavior and add cache/user extensions through namespaced fields or headers.,Compatibility fields evolve; avoid fork-only semantics without versioning.,E-090 | E-102 | E-093,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-task.cpp
F-067,Server APIs,OpenAI Responses compatibility,RETAIN,High,M2,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,ROCmFPX's target base already includes modern response formatting.,Reconcile with target rather than cherry-picking fork code.,Event compatibility is sensitive to upstream changes.,E-090 | E-102 | E-093,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-task.cpp
F-068,Server APIs,Anthropic Messages compatibility,RETAIN,Medium,M2,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,ROCmFPX may already carry this upstream surface.,Retain target-native implementation; map metadata.user_id only through trusted identity policy.,Protocol conversion can lose unsupported semantics.,E-090 | E-102 | E-081,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-task.cpp
F-069,Server APIs,Legacy completion and infill endpoints,RETAIN,High,M3,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,Useful for coding models quantized by ROCmFPX.,Keep target-native support and capability checks.,FIM token assumptions are model-specific.,E-090 | E-102,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp
F-070,Server APIs,Embeddings and reranking endpoints,RETAIN,High,M3,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,Independent of cache port and likely already present in target.,Retain from target base.,Persistent generation-state caching does not apply unchanged to embedding/rank workloads.,E-090 | E-102,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp
F-071,Server APIs,Audio transcription compatibility,RETAIN,Medium,M2,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,ROCmFPX model quantization can apply to multimodal-capable models if kernels/types support them.,Keep target-native endpoint; exclude multimodal prompt states from persistent cache until deterministic state identity is defined.,Target disk cache explicitly skips multimodal token states.,E-090 | E-102,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp
F-072,Server APIs,Slot state administration API,RETAIN,High,M3,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,Likely inherited by ROCmFPX.,Keep with authentication and distinguish manual slot files from automatic persistent cache entries.,Manual restore can overwrite active state.,E-090 | E-091,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-context.cpp
F-073,Server APIs,Resumable stream sessions,RETAIN,Medium,M2,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,ROCmFPX can benefit for long agent outputs independently of KV persistence.,Port only if absent from the target base; bind stream lookup/deletion to authenticated ownership.,Conversation IDs can become bearer secrets.,E-097 | E-098 | E-099,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-stream.h | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-stream.cpp
F-074,Server APIs,Model router lifecycle API,RETAIN,Medium,M2,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,Useful for ROCmFPX quant variants.,Use target-native router API with authorization and resource controls.,Experimental surface and sensitive preset exposure.,E-095 | E-106,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-models.cpp | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-models.cpp
F-075,Server APIs,LoRA hot-swap API,RETAIN,High,M3,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,Useful to ROCmFPX models and independent of cache implementation.,Keep target-native implementation; include adapter set in cache compatibility fingerprint.,Restoring state produced under a different adapter set is invalid.,E-100 | E-101,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-context.cpp
F-076,Server APIs,MoE expert observation/control API,REDESIGN,Medium,M1,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,ROCmFPX has strong MoE/Strix interest but target instrumentation may differ.,Treat as an optional diagnostic extension; reconcile against target graph/kernel architecture and protect control endpoints.,Limited test evidence and potential performance overhead.,E-100,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp
F-077,Server APIs,"Tokenize, detokenize, and apply-template APIs",RETAIN,High,M3,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,Useful for exact persistent-cache key construction and clients.,Keep target-native endpoints and include template identity in persistent cache keys.,Template changes alter token sequences and invalidate state.,E-090 | E-104,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-context.cpp
F-078,Server APIs,Health and properties APIs,RETAIN,High,M3,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,ROCmFPX services need health and capability probes.,Keep target-native behavior and add a cache readiness/degraded status field.,Health should distinguish serving readiness from process liveness.,E-090 | E-104,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-context.cpp
F-079,Observability,Prometheus metrics endpoint,RETAIN,High,M3,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,ROCmFPX already supports metrics.,Extend target metrics with persistent cache hits/misses/bytes/restore latency/circuit-breaker state.,Do not label by raw user or conversation.,E-092,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-context.cpp
F-080,Observability,Per-response cache and timing data,RETAIN,High,M3,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,ROCmFPX tests use cache_n and prompt_n reductions as hit evidence.,"Keep target response timings and add an optional cache source field such as ram, run-disk, persistent-disk, or system-prefix.",Response schema compatibility and information disclosure.,E-093,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-task.cpp
F-081,Observability,SSD cache event logging,REDESIGN,High,M2,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,ROCmFPX already has structured-looking disk cache logs and failure counters.,"Normalize target logs with stable event names, byte/token counts, duration, scope pseudonym, and reason codes.",Raw paths/identifiers can leak sensitive metadata.,E-031 | E-037 | E-067,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/kv-ssd-cache.cpp | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/kv-ssd-cache.cpp | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-context-ssd-cache.cpp
F-082,Observability,Model lifecycle SSE,RETAIN,Medium,M2,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,Useful for orchestration around large ROCmFPX models.,Keep target-native stream with authorization and reconnect semantics.,Status data can reveal model inventory.,E-095 | E-106,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-models.cpp | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-models.cpp
F-083,Observability,Expert/MoE statistics,REDESIGN,Medium,M1,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,Potentially valuable for Strix Halo MoE kernel tuning.,Validate overhead and output semantics on target models before enabling.,Sparse evidence and endpoint stability.,E-100,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp
F-084,Observability,Cache-stat aggregation,REJECT,High,M1,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,ROCmFPX should expose one authoritative cache engine's counters.,Do not copy the split-map aggregation; centralize metrics in the target cache object.,Undercounting makes capacity and hit-rate decisions unreliable.,E-030 | E-064,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/kv-ssd-cache.h | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-context-page-manager.cpp
F-085,Deployment,Multi-backend build helper,REDESIGN,High,M2,fewtarius/llama-ai,1017f3dfdce3ca2b06aa9007b23295db3bb35722,ROCmFPX already ships dedicated AMD/backend build scripts.,Keep ROCmFPX build scripts; transplant only configuration knowledge through clean-room MIT-compatible changes.,Direct script copying would impose GPL obligations.,E-010,https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/scripts/rebuild.sh
F-086,Deployment,systemd service unit,REDESIGN,High,M1,fewtarius/llama-ai,1017f3dfdce3ca2b06aa9007b23295db3bb35722,ROCmFPX deployments may use systemd but paths/options differ.,Generate a parameterized unit or packaging template from target-supported flags; validate with systemd-analyze.,Pinned unit has host-specific paths and option drift.,E-013,https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/systemd/llama-server.service
F-087,Deployment,Aggressive stale-process cleanup,REJECT,High,M1,fewtarius/llama-ai,1017f3dfdce3ca2b06aa9007b23295db3bb35722,A shared ROCmFPX host may run multiple independent model services.,"Use PID files, systemd/container ownership, graceful shutdown, and a bounded escalation policy.",Can kill unrelated tenants or services.,E-009,https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/llama-run.sh
F-088,Deployment,API key and TLS configuration,RETAIN,High,M3,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,ROCmFPX inherits server authentication/TLS features.,Keep target-native implementation and use authenticated principal context for cache tenant binding.,Static API keys need rotation and must not appear in presets/status output.,E-090 | E-103,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/arg.cpp
F-089,Deployment,Model download orchestration,REDESIGN,High,M2,fewtarius/llama-ai,1017f3dfdce3ca2b06aa9007b23295db3bb35722,ROCmFPX models are distributed as GGUF variants and may be split.,"Provide a separate, checksummed provisioning command or documented workflow under compatible licensing.",Supply-chain integrity and partial downloads.,E-008,https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/llama-run.sh
F-090,Deployment,GPU/APU hardware detection,REDESIGN,High,M2,fewtarius/llama-ai,1017f3dfdce3ca2b06aa9007b23295db3bb35722,ROCmFPX already has device-specific build scripts but benefits from runtime guidance.,Move stable detection into an MIT-compatible capability probe with explicit overrides and tests.,Device IDs and driver behavior evolve.,E-011,https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/scripts/detect-gpu.sh
F-091,Deployment,APU GTT/TTM configuration helper,REJECT,High,M1,fewtarius/llama-ai,1017f3dfdce3ca2b06aa9007b23295db3bb35722,ROCmFPX documents UMA settings but should not own host boot configuration.,"Document validated host settings and provide a separate opt-in administrator tool, not part of the inference package.","Boot failure, over-allocation, portability, and privilege escalation.",E-012,https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/scripts/apply-ttm-kernel-params.sh
F-092,Deployment,Layered component/runner configuration,REDESIGN,High,M1,fewtarius/CachyLLama | fewtarius/llama-ai,1017f3dfdce3ca2b06aa9007b23295db3bb35722 | 6be745998f568e379ea197fcf827baec73ff9940,ROCmFPX already has its own CLI defaults.,Publish one generated schema and precedence table; make profile overrides explicit and machine-readable.,"Current values conflict, including hot window, cold count, and checkpoint-step documentation.",E-006 | E-022 | E-024,https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/llama-run.sh | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/common.h | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/README.md
F-093,Deployment,License-separated orchestration layer,REDESIGN,High,M3,fewtarius/CachyLLama | fewtarius/llama-ai,1017f3dfdce3ca2b06aa9007b23295db3bb35722 | 6be745998f568e379ea197fcf827baec73ff9940,ROCmFPX is MIT.,Port MIT component code with notices; clean-room reimplement parent behavior or keep it as a separate GPL work.,Combining GPL parent code into the MIT target changes distribution obligations.,E-003 | E-004 | E-021,https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/LICENSE | https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/README.md | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/LICENSE
F-094,Strix Halo optimizations,gfx1151/RDNA3.5 detection,RETAIN,High,M3,fewtarius/CachyLLama | fewtarius/llama-ai,1017f3dfdce3ca2b06aa9007b23295db3bb35722 | 6be745998f568e379ea197fcf827baec73ff9940,ROCmFPX explicitly targets Strix Halo and already carries RDNA3.5 support.,Use target-native detection; reconcile only missing device IDs or capability probes.,Hard-coded HSA overrides can hide real compiler/runtime incompatibility.,E-011 | E-111,https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/scripts/detect-gpu.sh | https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/ggml/src/ggml-cuda/vendors/hip.h
F-095,Strix Halo optimizations,HSA and unified-memory launch environment,RETAIN,High,M2,fewtarius/llama-ai,1017f3dfdce3ca2b06aa9007b23295db3bb35722,ROCmFPX quick start already documents HSA_OVERRIDE_GFX_VERSION and unified memory.,Keep target-documented environment and add version-gated validation rather than copying shell code.,Overrides vary by ROCm release.,E-117 | E-119,https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/scripts/detect-gpu.sh | https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/scripts/rebuild.sh
