feature_id,feature,decision,evidence_id,repository,commit,path,locator,kind,url
F-042,User-scoped persistent cache directories,REDESIGN,E-080,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,docs/development/user-isolation-design.md,"request mapping, namespace, validation, concurrency, precedence",design,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/docs/development/user-isolation-design.md
F-043,Per-user cache statistics,REJECT,E-060,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server-context-page-manager.h,server_context_page_manager API and wrapper maps,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-context-page-manager.h
F-043,Per-user cache statistics,REJECT,E-064,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server-context-page-manager.cpp,get_stats() and on_turn_complete() map iteration,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-context-page-manager.cpp
F-044,Per-user tier aging on turn completion,REJECT,E-064,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server-context-page-manager.cpp,get_stats() and on_turn_complete() map iteration,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-context-page-manager.cpp
F-045,Raw user identifiers in logs,REJECT,E-086,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server-context.cpp,log messages containing user_id,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-context.cpp
F-046,"Identity as routing metadata, not authentication",REDESIGN,E-081,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server-task.cpp,request parsing and validate_user_id(),source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-task.cpp
F-046,"Identity as routing metadata, not authentication",REDESIGN,E-087,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/README.md,llama_user_id and Anthropic metadata.user_id examples,documentation,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/README.md
F-046,"Identity as routing metadata, not authentication",REDESIGN,E-103,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,common/arg.cpp,"API key, TLS, metrics, slots, model-router arguments",source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/arg.cpp
F-047,Unified cache and slot ownership lifecycle,REDESIGN,E-060,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server-context-page-manager.h,server_context_page_manager API and wrapper maps,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-context-page-manager.h
F-047,Unified cache and slot ownership lifecycle,REDESIGN,E-081,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server-task.cpp,request parsing and validate_user_id(),source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-task.cpp
F-047,Unified cache and slot ownership lifecycle,REDESIGN,E-082,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server-context.cpp,slot allocator per-user cap check and same-user affinity,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-context.cpp
F-047,Unified cache and slot ownership lifecycle,REDESIGN,E-085,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server-context.cpp,active-user increment/decrement and slot release,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-context.cpp
F-048,SSD cache CLI and environment controls,REDESIGN,E-022,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,common/common.h,common_params server/cache fields,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/common.h
F-048,SSD cache CLI and environment controls,REDESIGN,E-023,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,common/arg.cpp,server cache and isolation argument registrations,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/arg.cpp
F-048,SSD cache CLI and environment controls,REDESIGN,E-024,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/README.md,server-specific parameters and user-isolation section,documentation,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/README.md
F-049,Parent profile overrides,REDESIGN,E-005,fewtarius/llama-ai,1017f3dfdce3ca2b06aa9007b23295db3bb35722,llama-run.sh,default variables and command assembly,source,https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/llama-run.sh
F-049,Parent profile overrides,REDESIGN,E-006,fewtarius/llama-ai,1017f3dfdce3ca2b06aa9007b23295db3bb35722,llama-run.sh,SSD cache defaults and --cache-ssd* arguments,source,https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/llama-run.sh
F-049,Parent profile overrides,REDESIGN,E-007,fewtarius/llama-ai,1017f3dfdce3ca2b06aa9007b23295db3bb35722,llama-run.sh,GGUF metadata inspection and model profile selection,source,https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/llama-run.sh
F-049,Parent profile overrides,REDESIGN,E-118,fewtarius/llama-ai,1017f3dfdce3ca2b06aa9007b23295db3bb35722,llama-run.sh,Strix Halo profile branch,source,https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/llama-run.sh
F-050,Retention by unused days,RETAIN,E-037,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,common/kv-ssd-cache.cpp,"tier transition, on_turn_complete(), and cold-ring eviction",source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/kv-ssd-cache.cpp
F-050,Retention by unused days,RETAIN,E-053,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,common/kv-ssd-system-cache.cpp,expiration and LRU enforcement,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/kv-ssd-system-cache.cpp
F-051,Conversation-count eviction,REDESIGN,E-065,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server-context-page-manager.cpp,max-conversation enforcement and oldest-directory deletion,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-context-page-manager.cpp
F-052,Startup discovery and cleanup,REDESIGN,E-031,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,common/kv-ssd-cache.cpp,"init(), directory scan, index load, and checkpoint reconstruction",source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/kv-ssd-cache.cpp
F-052,Startup discovery and cleanup,REDESIGN,E-051,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,common/kv-ssd-system-cache.cpp,init scan and sys-{hash}.bin load,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/kv-ssd-system-cache.cpp
F-052,Startup discovery and cleanup,REDESIGN,E-053,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,common/kv-ssd-system-cache.cpp,expiration and LRU enforcement,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/kv-ssd-system-cache.cpp
F-053,Administrative cache API,REDESIGN,E-090,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server.cpp,HTTP route registrations,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp
F-053,Administrative cache API,REDESIGN,E-091,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server-context.cpp,post_slots route and save/restore/erase handlers,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-context.cpp
F-054,Cache statistics API surface,REDESIGN,E-030,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,common/kv-ssd-cache.h,"kv_ssd_cache_config, metadata, stats, and public methods",source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/kv-ssd-cache.h
F-054,Cache statistics API surface,REDESIGN,E-064,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server-context-page-manager.cpp,get_stats() and on_turn_complete() map iteration,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-context-page-manager.cpp
F-054,Cache statistics API surface,REDESIGN,E-092,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server-context.cpp,get_metrics route and Prometheus rendering,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-context.cpp
F-054,Cache statistics API surface,REDESIGN,E-093,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server-task.cpp,task timing and cache-token result serialization,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-task.cpp
F-055,Cache invalidation on compatibility change,RETAIN,E-038,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,common/kv-ssd-cache.cpp,compatibility hash check during load,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/kv-ssd-cache.cpp
F-055,Cache invalidation on compatibility change,RETAIN,E-052,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,common/kv-ssd-system-cache.cpp,save/load keying and compatibility checks,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/kv-ssd-system-cache.cpp
F-056,Standalone asynchronous KV page-manager prototype,REJECT,E-072,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,common/kv_page_manager.h,standalone page-manager public API and tier constants,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/kv_page_manager.h
F-056,Standalone asynchronous KV page-manager prototype,REJECT,E-073,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,common/kv_page_manager.cpp,prototype implementation,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/kv_page_manager.cpp
F-056,Standalone asynchronous KV page-manager prototype,REJECT,E-074,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,test_kv_page_manager.cpp,standalone test driver,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/test_kv_page_manager.cpp
F-056,Standalone asynchronous KV page-manager prototype,REJECT,E-075,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,common/CMakeLists.txt,absence of kv_page_manager.cpp from common sources,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/CMakeLists.txt
F-057,Router-managed child model processes,RETAIN,E-094,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server-models.cpp,server_models load/unload/autoload/LRU child process management,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-models.cpp
F-057,Router-managed child model processes,RETAIN,E-105,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server-models.cpp,child process environment and reserved-argument filtering,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-models.cpp
F-058,Model load and unload API,RETAIN,E-095,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server-models.cpp,"router route handlers for /models, /models/load, /models/unload, /models/sse",source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-models.cpp
F-058,Model load and unload API,RETAIN,E-096,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server.cpp,router-mode warning,runtime-warning,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp
F-059,Model autoload on first routed request,RETAIN,E-094,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server-models.cpp,server_models load/unload/autoload/LRU child process management,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-models.cpp
F-059,Model autoload on first routed request,RETAIN,E-103,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,common/arg.cpp,"API key, TLS, metrics, slots, model-router arguments",source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/arg.cpp
F-060,Maximum loaded-model count with LRU unload,RETAIN,E-094,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server-models.cpp,server_models load/unload/autoload/LRU child process management,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-models.cpp
F-061,Model preset reload,RETAIN,E-106,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server-models.cpp,model preset reload and SSE notification,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-models.cpp
F-062,Local and cached model discovery,RETAIN,E-094,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server-models.cpp,server_models load/unload/autoload/LRU child process management,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-models.cpp
F-062,Local and cached model discovery,RETAIN,E-105,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server-models.cpp,child process environment and reserved-argument filtering,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-models.cpp
F-063,Hugging Face GGUF discovery and split download,REDESIGN,E-008,fewtarius/llama-ai,1017f3dfdce3ca2b06aa9007b23295db3bb35722,llama-run.sh,Hugging Face repository discovery and split download branches,source,https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/llama-run.sh
F-064,Model-class profile selection,REDESIGN,E-007,fewtarius/llama-ai,1017f3dfdce3ca2b06aa9007b23295db3bb35722,llama-run.sh,GGUF metadata inspection and model profile selection,source,https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/llama-run.sh
F-064,Model-class profile selection,REDESIGN,E-011,fewtarius/llama-ai,1017f3dfdce3ca2b06aa9007b23295db3bb35722,scripts/detect-gpu.sh,"PCI mapping, gfx target, hardware tier, and memory guidance",source,https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/scripts/detect-gpu.sh
F-064,Model-class profile selection,REDESIGN,E-118,fewtarius/llama-ai,1017f3dfdce3ca2b06aa9007b23295db3bb35722,llama-run.sh,Strix Halo profile branch,source,https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/llama-run.sh
F-065,Cache scope tied to model compatibility,RETAIN,E-038,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,common/kv-ssd-cache.cpp,compatibility hash check during load,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/kv-ssd-cache.cpp
F-065,Cache scope tied to model compatibility,RETAIN,E-060,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server-context-page-manager.h,server_context_page_manager API and wrapper maps,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-context-page-manager.h
F-066,OpenAI chat and completions compatibility,RETAIN,E-090,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server.cpp,HTTP route registrations,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp
F-066,OpenAI chat and completions compatibility,RETAIN,E-102,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server.cpp,"OpenAI, Responses, Anthropic, embeddings, rerank, and transcription routes",source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp
F-066,OpenAI chat and completions compatibility,RETAIN,E-093,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server-task.cpp,task timing and cache-token result serialization,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-task.cpp
F-067,OpenAI Responses compatibility,RETAIN,E-090,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server.cpp,HTTP route registrations,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp
F-067,OpenAI Responses compatibility,RETAIN,E-102,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server.cpp,"OpenAI, Responses, Anthropic, embeddings, rerank, and transcription routes",source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp
F-067,OpenAI Responses compatibility,RETAIN,E-093,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server-task.cpp,task timing and cache-token result serialization,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-task.cpp
F-068,Anthropic Messages compatibility,RETAIN,E-090,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server.cpp,HTTP route registrations,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp
F-068,Anthropic Messages compatibility,RETAIN,E-102,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server.cpp,"OpenAI, Responses, Anthropic, embeddings, rerank, and transcription routes",source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp
F-068,Anthropic Messages compatibility,RETAIN,E-081,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server-task.cpp,request parsing and validate_user_id(),source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-task.cpp
F-069,Legacy completion and infill endpoints,RETAIN,E-090,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server.cpp,HTTP route registrations,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp
F-069,Legacy completion and infill endpoints,RETAIN,E-102,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server.cpp,"OpenAI, Responses, Anthropic, embeddings, rerank, and transcription routes",source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp
F-070,Embeddings and reranking endpoints,RETAIN,E-090,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server.cpp,HTTP route registrations,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp
F-070,Embeddings and reranking endpoints,RETAIN,E-102,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server.cpp,"OpenAI, Responses, Anthropic, embeddings, rerank, and transcription routes",source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp
F-071,Audio transcription compatibility,RETAIN,E-090,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server.cpp,HTTP route registrations,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp
F-071,Audio transcription compatibility,RETAIN,E-102,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server.cpp,"OpenAI, Responses, Anthropic, embeddings, rerank, and transcription routes",source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp
F-072,Slot state administration API,RETAIN,E-090,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server.cpp,HTTP route registrations,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp
F-072,Slot state administration API,RETAIN,E-091,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server-context.cpp,post_slots route and save/restore/erase handlers,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-context.cpp
F-073,Resumable stream sessions,RETAIN,E-097,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server.cpp,resumable stream route registration,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp
F-073,Resumable stream sessions,RETAIN,E-098,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server-stream.h,session manager and conversation identity interfaces,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-stream.h
F-073,Resumable stream sessions,RETAIN,E-099,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server-stream.cpp,"ring buffer, lookup, deletion, and garbage collection",source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-stream.cpp
F-074,Model router lifecycle API,RETAIN,E-095,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server-models.cpp,"router route handlers for /models, /models/load, /models/unload, /models/sse",source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-models.cpp
F-074,Model router lifecycle API,RETAIN,E-106,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server-models.cpp,model preset reload and SSE notification,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-models.cpp
F-075,LoRA hot-swap API,RETAIN,E-100,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server.cpp,LoRA and expert-stat route registrations,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp
F-075,LoRA hot-swap API,RETAIN,E-101,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server-context.cpp,LoRA route handlers,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-context.cpp
F-076,MoE expert observation/control API,REDESIGN,E-100,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server.cpp,LoRA and expert-stat route registrations,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp
F-077,"Tokenize, detokenize, and apply-template APIs",RETAIN,E-090,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server.cpp,HTTP route registrations,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp
F-077,"Tokenize, detokenize, and apply-template APIs",RETAIN,E-104,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server-context.cpp,get_health and get_props handlers,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-context.cpp
F-078,Health and properties APIs,RETAIN,E-090,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server.cpp,HTTP route registrations,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp
F-078,Health and properties APIs,RETAIN,E-104,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server-context.cpp,get_health and get_props handlers,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-context.cpp
F-079,Prometheus metrics endpoint,RETAIN,E-092,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server-context.cpp,get_metrics route and Prometheus rendering,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-context.cpp
F-080,Per-response cache and timing data,RETAIN,E-093,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server-task.cpp,task timing and cache-token result serialization,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-task.cpp
F-081,SSD cache event logging,REDESIGN,E-031,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,common/kv-ssd-cache.cpp,"init(), directory scan, index load, and checkpoint reconstruction",source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/kv-ssd-cache.cpp
F-081,SSD cache event logging,REDESIGN,E-037,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,common/kv-ssd-cache.cpp,"tier transition, on_turn_complete(), and cold-ring eviction",source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/kv-ssd-cache.cpp
F-081,SSD cache event logging,REDESIGN,E-067,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server-context-ssd-cache.cpp,"save/restore target, draft, and speculative components",source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-context-ssd-cache.cpp
F-082,Model lifecycle SSE,RETAIN,E-095,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server-models.cpp,"router route handlers for /models, /models/load, /models/unload, /models/sse",source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-models.cpp
F-082,Model lifecycle SSE,RETAIN,E-106,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server-models.cpp,model preset reload and SSE notification,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server-models.cpp
F-083,Expert/MoE statistics,REDESIGN,E-100,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server.cpp,LoRA and expert-stat route registrations,source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp
F-084,Cache-stat aggregation,REJECT,E-030,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,common/kv-ssd-cache.h,"kv_ssd_cache_config, metadata, stats, and public methods",source,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/kv-ssd-cache.h
