source_id,title,url,type,repo,ref,blob,accessed,license,reuse_limit,local_capture
SRC-ROCM-GGML-CMAKE,ROCmFPX GGML CMake options,https://github.com/charlie12345/ROCmFPX/blob/61f2f2d7bc4955e9bca821095ef69125837133b5/ggml/CMakeLists.txt,source-file,charlie12345/ROCmFPX,61f2f2d7bc4955e9bca821095ef69125837133b5,,2026-07-18,MIT,Source excerpt may be reused under MIT with attribution.,
SRC-ROCM-LLAMA-CONTEXT,ROCmFPX state/session parser,https://github.com/charlie12345/ROCmFPX/blob/61f2f2d7bc4955e9bca821095ef69125837133b5/src/llama-context.cpp,source-file,charlie12345/ROCmFPX,61f2f2d7bc4955e9bca821095ef69125837133b5,01fd4c697a14d899b355bd38de94e5b63bd0fc92,2026-07-18,MIT,Source excerpt may be reused under MIT with attribution.,
SRC-ROCM-RELEASE-WORKFLOW,ROCmFPX release workflow,https://github.com/charlie12345/ROCmFPX/blob/61f2f2d7bc4955e9bca821095ef69125837133b5/.github/workflows/release.yml,source-file,charlie12345/ROCmFPX,61f2f2d7bc4955e9bca821095ef69125837133b5,,2026-07-18,MIT,Source excerpt may be reused under MIT with attribution.,
SRC-ROCM-ROOT-CMAKE,ROCmFPX root CMake options,https://github.com/charlie12345/ROCmFPX/blob/61f2f2d7bc4955e9bca821095ef69125837133b5/CMakeLists.txt,source-file,charlie12345/ROCmFPX,61f2f2d7bc4955e9bca821095ef69125837133b5,,2026-07-18,MIT,Source excerpt may be reused under MIT with attribution.,
SRC-ROCM-RPC-MAIN,ROCmFPX RPC listener defaults,https://github.com/charlie12345/ROCmFPX/blob/61f2f2d7bc4955e9bca821095ef69125837133b5/tools/rpc/rpc-server.cpp,source-file,charlie12345/ROCmFPX,61f2f2d7bc4955e9bca821095ef69125837133b5,,2026-07-18,MIT,Source excerpt may be reused under MIT with attribution.,
SRC-ROCM-SERVER-CONTEXT,ROCmFPX slot/save handlers,https://github.com/charlie12345/ROCmFPX/blob/61f2f2d7bc4955e9bca821095ef69125837133b5/tools/server/server-context.cpp,source-file,charlie12345/ROCmFPX,61f2f2d7bc4955e9bca821095ef69125837133b5,,2026-07-18,MIT,Source excerpt may be reused under MIT with attribution.,
SRC-ROCM-SERVER-HTTP,ROCmFPX HTTP middleware,https://github.com/charlie12345/ROCmFPX/blob/61f2f2d7bc4955e9bca821095ef69125837133b5/tools/server/server-http.cpp,source-file,charlie12345/ROCmFPX,61f2f2d7bc4955e9bca821095ef69125837133b5,,2026-07-18,MIT,Source excerpt may be reused under MIT with attribution.,
SRC-ROCM-TOOLS-CMAKE,ROCmFPX tool inclusion,https://github.com/charlie12345/ROCmFPX/blob/61f2f2d7bc4955e9bca821095ef69125837133b5/tools/CMakeLists.txt,source-file,charlie12345/ROCmFPX,61f2f2d7bc4955e9bca821095ef69125837133b5,,2026-07-18,MIT,Source excerpt may be reused under MIT with attribution.,
SRC-ROCM-VENDOR-SYNC,ROCmFPX vendor sync manifest,https://github.com/charlie12345/ROCmFPX/blob/61f2f2d7bc4955e9bca821095ef69125837133b5/scripts/sync_vendor.py,source-file,charlie12345/ROCmFPX,61f2f2d7bc4955e9bca821095ef69125837133b5,402d7bbad3362e91901924831b39cb452123a8d9,2026-07-18,MIT,Source excerpt may be reused under MIT with attribution.,
SRC-SECURITY-POLICY,llama.cpp Security Policy,https://github.com/ggml-org/llama.cpp/security/policy,policy,ggml-org/llama.cpp,,,2026-07-18,Repository documentation; no separate page license asserted,Use short excerpts with attribution.,
SRC-SNAP-CACHY,fewtarius/CachyLlama commit 6be745998f568e379ea197fcf827baec73ff9940,https://github.com/fewtarius/CachyLlama/commit/6be745998f568e379ea197fcf827baec73ff9940,snapshot-commit,fewtarius/CachyLlama,6be745998f568e379ea197fcf827baec73ff9940,,2026-07-18,Repository source license,Commit metadata is factual; source follows repository license.,
SRC-SNAP-DEPLOYED-SOURCE,charlie12345/rocmfp4-llama commit 4860505ee322091f0f61eba77d6ad49be88cf4ea,https://github.com/charlie12345/rocmfp4-llama/commit/4860505ee322091f0f61eba77d6ad49be88cf4ea,snapshot-commit,charlie12345/rocmfp4-llama,4860505ee322091f0f61eba77d6ad49be88cf4ea,,2026-07-18,Repository source license,Commit metadata is factual; source follows repository license.,
SRC-SNAP-LLAMA-AI,fewtarius/llama-ai commit 1017f3dfdce3ca2b06aa9007b23295db3bb35722,https://github.com/fewtarius/llama-ai/commit/1017f3dfdce3ca2b06aa9007b23295db3bb35722,snapshot-commit,fewtarius/llama-ai,1017f3dfdce3ca2b06aa9007b23295db3bb35722,,2026-07-18,Repository source license,Commit metadata is factual; source follows repository license.,
SRC-SNAP-ROCMFPX-BASE,charlie12345/ROCmFPX commit a5605a72768c6562241b248e268e33dc92787394,https://github.com/charlie12345/ROCmFPX/commit/a5605a72768c6562241b248e268e33dc92787394,snapshot-commit,charlie12345/ROCmFPX,a5605a72768c6562241b248e268e33dc92787394,,2026-07-18,Repository source license,Commit metadata is factual; source follows repository license.,
SRC-SNAP-ROCMFPX-CANDIDATE,charlie12345/ROCmFPX commit 61f2f2d7bc4955e9bca821095ef69125837133b5,https://github.com/charlie12345/ROCmFPX/commit/61f2f2d7bc4955e9bca821095ef69125837133b5,snapshot-commit,charlie12345/ROCmFPX,61f2f2d7bc4955e9bca821095ef69125837133b5,,2026-07-18,Repository source license,Commit metadata is factual; source follows repository license.,
SRC-SNAP-UPSTREAM-A,ggml-org/llama.cpp commit 788e07dc91d266ad3162a1ce9037665656269689,https://github.com/ggml-org/llama.cpp/commit/788e07dc91d266ad3162a1ce9037665656269689,snapshot-commit,ggml-org/llama.cpp,788e07dc91d266ad3162a1ce9037665656269689,,2026-07-18,Repository source license,Commit metadata is factual; source follows repository license.,
SRC-SNAP-UPSTREAM-B,ggml-org/llama.cpp commit 86d86ed4396b4130922f7b9af26e3d9fc11a591b,https://github.com/ggml-org/llama.cpp/commit/86d86ed4396b4130922f7b9af26e3d9fc11a591b,snapshot-commit,ggml-org/llama.cpp,86d86ed4396b4130922f7b9af26e3d9fc11a591b,,2026-07-18,Repository source license,Commit metadata is factual; source follows repository license.,
SRC-STB-SEC,nothings/stb security page,https://github.com/nothings/stb/security,security-page,nothings/stb,,,2026-07-18,GitHub page/project text,Factual metadata and short excerpts only.,
SRC-TALOS-2024-1912,TALOS-2024-1912 — GGUF array/string size integer overflow,https://talosintelligence.com/vulnerability_reports/TALOS-2024-1912,advisory,Cisco Talos,,,2026-07-18,Cisco Talos website content,Factual metadata and short excerpts only; do not redistribute full report.,evidence/advisories/talos/TALOS-2024-1912.json
SRC-TALOS-2024-1913,TALOS-2024-1913 — gguf_fread_str heap overflow,https://talosintelligence.com/vulnerability_reports/TALOS-2024-1913,advisory,Cisco Talos,,,2026-07-18,Cisco Talos website content,Factual metadata and short excerpts only; do not redistribute full report.,evidence/advisories/talos/TALOS-2024-1913.json
SRC-TALOS-2024-1914,TALOS-2024-1914 — info->ne tensor-dimension heap overflow,https://talosintelligence.com/vulnerability_reports/TALOS-2024-1914,advisory,Cisco Talos,,,2026-07-18,Cisco Talos website content,Factual metadata and short excerpts only; do not redistribute full report.,evidence/advisories/talos/TALOS-2024-1914.json
SRC-TALOS-2024-1915,TALOS-2024-1915 — header.n_tensors heap overflow,https://talosintelligence.com/vulnerability_reports/TALOS-2024-1915,advisory,Cisco Talos,,,2026-07-18,Cisco Talos website content,Factual metadata and short excerpts only; do not redistribute full report.,evidence/advisories/talos/TALOS-2024-1915.json
SRC-TALOS-2024-1916,TALOS-2024-1916 — header.n_kv heap overflow,https://talosintelligence.com/vulnerability_reports/TALOS-2024-1916,advisory,Cisco Talos,,,2026-07-18,Cisco Talos website content,Factual metadata and short excerpts only; do not redistribute full report.,evidence/advisories/talos/TALOS-2024-1916.json
