path,category,classification,must_preserve,pr27,pr28,pr31,pr32,rationale
ggml/src/ggml-webgpu/wgsl-shaders/binary.wgsl,WebGPU,RETIRE,no,yes,,,,Imported backend snapshot; replace wholesale with current upstream and re-add only tested ROCmFPX hooks if required.
ggml/src/ggml-webgpu/wgsl-shaders/common_decls.tmpl,WebGPU,RETIRE,no,yes,,,,Imported backend snapshot; replace wholesale with current upstream and re-add only tested ROCmFPX hooks if required.
ggml/src/ggml-webgpu/wgsl-shaders/concat.wgsl,WebGPU,RETIRE,no,yes,,,,Imported backend snapshot; replace wholesale with current upstream and re-add only tested ROCmFPX hooks if required.
ggml/src/ggml-webgpu/wgsl-shaders/cpy.wgsl,WebGPU,RETIRE,no,yes,,,,Imported backend snapshot; replace wholesale with current upstream and re-add only tested ROCmFPX hooks if required.
ggml/src/ggml-webgpu/wgsl-shaders/flash_attn.wgsl,WebGPU,RETIRE,no,yes,,,,Imported backend snapshot; replace wholesale with current upstream and re-add only tested ROCmFPX hooks if required.
ggml/src/ggml-webgpu/wgsl-shaders/flash_attn_quant_staging.tmpl,WebGPU,RETIRE,no,yes,,,,Imported backend snapshot; replace wholesale with current upstream and re-add only tested ROCmFPX hooks if required.
ggml/src/ggml-webgpu/wgsl-shaders/flash_attn_tile.wgsl,WebGPU,RETIRE,no,yes,,,,Imported backend snapshot; replace wholesale with current upstream and re-add only tested ROCmFPX hooks if required.
ggml/src/ggml-webgpu/wgsl-shaders/flash_attn_vec_split.wgsl,WebGPU,RETIRE,no,yes,,,,Imported backend snapshot; replace wholesale with current upstream and re-add only tested ROCmFPX hooks if required.
ggml/src/ggml-webgpu/wgsl-shaders/mul_mat.wgsl,WebGPU,RETIRE,no,yes,,,,Imported backend snapshot; replace wholesale with current upstream and re-add only tested ROCmFPX hooks if required.
ggml/src/ggml-webgpu/wgsl-shaders/mul_mat_decls.tmpl,WebGPU,RETIRE,no,yes,,,,Imported backend snapshot; replace wholesale with current upstream and re-add only tested ROCmFPX hooks if required.
ggml/src/ggml-webgpu/wgsl-shaders/mul_mat_id_gather.wgsl,WebGPU,RETIRE,no,yes,,,,Imported backend snapshot; replace wholesale with current upstream and re-add only tested ROCmFPX hooks if required.
ggml/src/ggml-webgpu/wgsl-shaders/mul_mat_vec.wgsl,WebGPU,RETIRE,no,yes,,,,Imported backend snapshot; replace wholesale with current upstream and re-add only tested ROCmFPX hooks if required.
ggml/src/ggml-webgpu/wgsl-shaders/mul_mat_vec_acc.tmpl,WebGPU,RETIRE,no,yes,,,,Imported backend snapshot; replace wholesale with current upstream and re-add only tested ROCmFPX hooks if required.
ggml/src/ggml-webgpu/wgsl-shaders/mul_mat_vec_q_acc.tmpl,WebGPU,RETIRE,no,yes,,,,Imported backend snapshot; replace wholesale with current upstream and re-add only tested ROCmFPX hooks if required.
ggml/src/ggml-webgpu/wgsl-shaders/quant_inner_loops.tmpl,WebGPU,RETIRE,no,yes,,,,Imported backend snapshot; replace wholesale with current upstream and re-add only tested ROCmFPX hooks if required.
ggml/src/ggml-webgpu/wgsl-shaders/quantize_q8.wgsl,WebGPU,RETIRE,no,yes,,,,Imported backend snapshot; replace wholesale with current upstream and re-add only tested ROCmFPX hooks if required.
ggml/src/ggml-webgpu/wgsl-shaders/scale.wgsl,WebGPU,RETIRE,no,yes,,,,Imported backend snapshot; replace wholesale with current upstream and re-add only tested ROCmFPX hooks if required.
ggml/src/ggml-webgpu/wgsl-shaders/set_rows.wgsl,WebGPU,RETIRE,no,yes,,,,Imported backend snapshot; replace wholesale with current upstream and re-add only tested ROCmFPX hooks if required.
ggml/src/ggml-webgpu/wgsl-shaders/set_rows_quant.wgsl,WebGPU,RETIRE,no,yes,,,,Imported backend snapshot; replace wholesale with current upstream and re-add only tested ROCmFPX hooks if required.
ggml/src/ggml-webgpu/wgsl-shaders/unary.wgsl,WebGPU,RETIRE,no,yes,,,,Imported backend snapshot; replace wholesale with current upstream and re-add only tested ROCmFPX hooks if required.
ggml/src/ggml.c,CPU / ggml core,REFRESH,yes,,,,yes,Shared ggml registry/dispatch: preserve ROCmFPX type behavior while rebasing onto current upstream.
gguf-py/gguf/constants.py,Conversion / GGUF,REFRESH,yes,yes,,,yes,"Shared GGUF/converter surface: use current upstream and re-add ROCmFPX IDs, quant mapping, and tests."
gguf-py/gguf/gguf_writer.py,Conversion / GGUF,REFRESH,yes,yes,,,,"Shared GGUF/converter surface: use current upstream and re-add ROCmFPX IDs, quant mapping, and tests."
gguf-py/gguf/tensor_mapping.py,Conversion / GGUF,REFRESH,yes,yes,,,,"Shared GGUF/converter surface: use current upstream and re-add ROCmFPX IDs, quant mapping, and tests."
gguf-py/tests/test_quants.py,Conversion / GGUF,REFRESH,yes,yes,,,,"Shared GGUF/converter surface: use current upstream and re-add ROCmFPX IDs, quant mapping, and tests."
include/llama.h,Other,REFRESH,yes,yes,,,yes,Shared llama core/private API: use current upstream and re-port only extension-specific hooks.
models/templates/LFM2.5-8B-A1B.jinja,Model architecture,RETIRE,no,yes,,,,Generic template snapshot; use current upstream template.
models/templates/Qwen-ChatML-no-think.jinja,Model architecture,RETIRE,no,yes,,,,Generic template snapshot; use current upstream template.
models/templates/tencent-Hy3.jinja,Model architecture,RETIRE,no,,,,yes,Superseded by upstream HY3/MTP implementation; preserve only fork-specific tested deltas elsewhere.
requirements.txt,Build / CI,RETIRE,no,yes,,,,Generic dependency/provisioning snapshot; use current upstream.
requirements/requirements-convert_modular.txt,Build / CI,RETIRE,no,yes,,,,Generic dependency/provisioning snapshot; use current upstream.
scripts/build-rocmfp4-rocm714-local.sh,Build / CI,RETAIN,yes,yes,,,,"ROCmFPX-specific build, validation, tuning, or recipe automation."
scripts/build-strix-rocmfp4-mtp.sh,Build / CI,RETAIN,yes,yes,,,,"ROCmFPX-specific build, validation, tuning, or recipe automation."
scripts/check-release-recipe-map.py,Validation / tuning scripts,REFRESH,yes,,,,yes,Shared or mixed file; inspect hunks and re-port only ROCmFPX-owned behavior.
scripts/check-rocmfp2-reference.sh,Validation / tuning scripts,REFRESH,yes,,,,yes,Shared or mixed file; inspect hunks and re-port only ROCmFPX-owned behavior.
scripts/check-rocmfp4-qwen-mtp-regression.sh,Validation / tuning scripts,RETAIN,yes,yes,,,,"ROCmFPX-specific build, validation, tuning, or recipe automation."
scripts/check-rocmfpx-all.sh,Validation / tuning scripts,RETAIN,yes,yes,,,,"ROCmFPX-specific build, validation, tuning, or recipe automation."
scripts/check-rocmfpx-dynamic-draft.sh,Validation / tuning scripts,RETAIN,yes,yes,,,,"ROCmFPX-specific build, validation, tuning, or recipe automation."
scripts/check-rocmfpx-summary.sh,Validation / tuning scripts,RETAIN,yes,yes,,,,"ROCmFPX-specific build, validation, tuning, or recipe automation."
scripts/convert_deepseek_v4_modular.py,Validation / tuning scripts,RETIRE,no,yes,,,,Generic model-conversion snapshot; replace with current upstream conversion architecture.
scripts/hip/gcn-cdna-vgpr-check.py,Validation / tuning scripts,REFRESH,yes,yes,,,,Build/CI integration must track current upstream while retaining ROCmFPX-specific jobs and gfx1151 coverage.
scripts/profile-rocmfpx-rocm-bench.sh,Validation / tuning scripts,RETAIN,yes,yes,,,,"ROCmFPX-specific build, validation, tuning, or recipe automation."
scripts/quantize-rocmfpx-agent.sh,Validation / tuning scripts,RETAIN,yes,yes,,,,"ROCmFPX-specific build, validation, tuning, or recipe automation."
scripts/rocmfp4-decode-tune-flags.sh,Validation / tuning scripts,RETAIN,yes,yes,,,,"ROCmFPX-specific build, validation, tuning, or recipe automation."
scripts/rocmfpx-draft-profile.py,Validation / tuning scripts,RETAIN,yes,yes,,,,"ROCmFPX-specific build, validation, tuning, or recipe automation."
scripts/rocmfpx-dynamic-draft.py,Validation / tuning scripts,RETAIN,yes,yes,,,,"ROCmFPX-specific build, validation, tuning, or recipe automation."
scripts/rocmfpx-model-capabilities.py,Validation / tuning scripts,RETAIN,yes,yes,,,,"ROCmFPX-specific build, validation, tuning, or recipe automation."
scripts/rocmfpx-production-preflight.sh,Validation / tuning scripts,RETAIN,yes,yes,,,,"ROCmFPX-specific build, validation, tuning, or recipe automation."
scripts/run-deepseek-v4-rocmfp3-pipeline.sh,Validation / tuning scripts,RETIRE,no,yes,,,,Generic model-conversion snapshot; replace with current upstream conversion architecture.
scripts/run-qwen36-27b-benchmark.sh,Validation / tuning scripts,RETAIN,yes,yes,,,,"ROCmFPX-specific build, validation, tuning, or recipe automation."
scripts/run-qwen36-27b-dflash-rocmfp4-batch16.sh,Validation / tuning scripts,RETAIN,yes,yes,,,,"ROCmFPX-specific build, validation, tuning, or recipe automation."
scripts/run-qwen36-q4km-vs-rocmfp4-benchmark.sh,Validation / tuning scripts,RETAIN,yes,yes,,,,"ROCmFPX-specific build, validation, tuning, or recipe automation."
scripts/run-rocmfpx-fp3-mtp-server-speed-profile.sh,Validation / tuning scripts,RETAIN,yes,yes,,,,"ROCmFPX-specific build, validation, tuning, or recipe automation."
scripts/run-rocmfpx-mtp-server.sh,Validation / tuning scripts,RETAIN,yes,yes,,,,"ROCmFPX-specific build, validation, tuning, or recipe automation."
scripts/setup-rocm-7.2.1-rpath-local.sh,Build / CI,REFRESH,yes,yes,,,,Shared or mixed file; inspect hunks and re-port only ROCmFPX-owned behavior.
scripts/sweep-rocmfp4-prefill-mmq.sh,Validation / tuning scripts,RETAIN,yes,yes,,,,"ROCmFPX-specific build, validation, tuning, or recipe automation."
scripts/sweep-rocmfp6-competitive.sh,Validation / tuning scripts,RETAIN,yes,yes,,,,"ROCmFPX-specific build, validation, tuning, or recipe automation."
scripts/sweep-rocmfp6-kernel-tune.sh,Validation / tuning scripts,RETAIN,yes,yes,,,,"ROCmFPX-specific build, validation, tuning, or recipe automation."
scripts/sweep-rocmfpx-agent-routing.sh,Validation / tuning scripts,RETAIN,yes,yes,,,,"ROCmFPX-specific build, validation, tuning, or recipe automation."
scripts/sweep-rocmfpx-agent-size-table.sh,Validation / tuning scripts,RETAIN,yes,yes,,,,"ROCmFPX-specific build, validation, tuning, or recipe automation."
scripts/sweep-rocmfpx-backend-ops.sh,Validation / tuning scripts,RETAIN,yes,yes,,,,"ROCmFPX-specific build, validation, tuning, or recipe automation."
scripts/sweep-rocmfpx-perplexity.sh,Validation / tuning scripts,RETAIN,yes,yes,,,,"ROCmFPX-specific build, validation, tuning, or recipe automation."
scripts/sweep-rocmfpx-rocm-ai-speed.sh,Validation / tuning scripts,RETAIN,yes,yes,,,,"ROCmFPX-specific build, validation, tuning, or recipe automation."
scripts/webui-download.cmake,Build / CI,RETIRE,no,yes,,,,Generic dependency/provisioning snapshot; use current upstream.
src/CMakeLists.txt,Model loader / quantization,REFRESH,yes,yes,,,,Shared llama core/private API: use current upstream and re-port only extension-specific hooks.
src/llama-arch.cpp,Model loader / quantization,REFRESH,yes,yes,,,,Shared llama core/private API: use current upstream and re-port only extension-specific hooks.
src/llama-arch.h,Model loader / quantization,REFRESH,yes,yes,,,,Shared llama core/private API: use current upstream and re-port only extension-specific hooks.
src/llama-batch.cpp,Graph / context / KV,REFRESH,yes,yes,,,,Shared llama core/private API: use current upstream and re-port only extension-specific hooks.
src/llama-context.cpp,Graph / context / KV,REFRESH,yes,yes,,,yes,Shared llama core/private API: use current upstream and re-port only extension-specific hooks.
src/llama-context.h,Graph / context / KV,REFRESH,yes,,,,yes,Shared llama core/private API: use current upstream and re-port only extension-specific hooks.
src/llama-ext.h,Graph / context / KV,REFRESH,yes,yes,,,yes,Shared llama core/private API: use current upstream and re-port only extension-specific hooks.
src/llama-graph.cpp,Graph / context / KV,REFRESH,yes,yes,,,,Shared llama core/private API: use current upstream and re-port only extension-specific hooks.
src/llama-graph.h,Graph / context / KV,REFRESH,yes,yes,,,,Shared llama core/private API: use current upstream and re-port only extension-specific hooks.
src/llama-kv-cache-dsa.cpp,Graph / context / KV,REFRESH,yes,yes,,,,Shared llama core/private API: use current upstream and re-port only extension-specific hooks.
src/llama-kv-cache-dsa.h,Graph / context / KV,REFRESH,yes,yes,,,,Shared llama core/private API: use current upstream and re-port only extension-specific hooks.
src/llama-kv-cache-iswa.cpp,Graph / context / KV,REFRESH,yes,yes,,,,Shared llama core/private API: use current upstream and re-port only extension-specific hooks.
src/llama-kv-cache.cpp,Graph / context / KV,REFRESH,yes,yes,,,,Shared llama core/private API: use current upstream and re-port only extension-specific hooks.
src/llama-kv-cache.h,Graph / context / KV,REFRESH,yes,yes,,,,Shared llama core/private API: use current upstream and re-port only extension-specific hooks.
src/llama-memory-hybrid.cpp,Graph / context / KV,REFRESH,yes,yes,,,,Shared llama core/private API: use current upstream and re-port only extension-specific hooks.
src/llama-model-loader.cpp,Model loader / quantization,REFRESH,yes,yes,,,yes,Shared llama core/private API: use current upstream and re-port only extension-specific hooks.
src/llama-model.cpp,Model loader / quantization,REFRESH,yes,yes,,,yes,Shared llama core/private API: use current upstream and re-port only extension-specific hooks.
src/llama-model.h,Model loader / quantization,REFRESH,yes,yes,,,,Shared llama core/private API: use current upstream and re-port only extension-specific hooks.
src/llama-quant.cpp,Model loader / quantization,REFRESH,yes,yes,,,yes,Shared llama core/private API: use current upstream and re-port only extension-specific hooks.
src/models/deepseek32.cpp,Model architecture,RETIRE,no,yes,,,,Generic model implementation imported from an older upstream snapshot.
src/models/deepseek4-graph.cpp,Model architecture,RETIRE,no,yes,,,,Generic model implementation imported from an older upstream snapshot.
src/models/deepseek4.cpp,Model architecture,RETIRE,no,yes,,,,Generic model implementation imported from an older upstream snapshot.
src/models/dflash.cpp,Model architecture,RETIRE,no,yes,,,,Generic model implementation imported from an older upstream snapshot.
src/models/eagle3.cpp,Model architecture,RETIRE,no,yes,,,,Generic model implementation imported from an older upstream snapshot.
src/models/hyv3.cpp,Model architecture,RETIRE,no,,,,yes,Superseded by upstream HY3/MTP implementation; preserve only fork-specific tested deltas elsewhere.
src/models/models.h,Model architecture,REFRESH,yes,yes,,,yes,Shared llama core/private API: use current upstream and re-port only extension-specific hooks.
tests/test-arg-parser.cpp,Tests,REFRESH,yes,,,,yes,Shared test/tool file: rebase then retain ROCmFPX-specific cases.
tests/test-backend-ops.cpp,Tests,REFRESH,yes,,,,yes,Shared test/tool file: rebase then retain ROCmFPX-specific cases.
tests/test-chat-auto-parser.cpp,Tests,RETIRE,no,yes,,,yes,Tests for generic parser/Jinja backports; use current upstream equivalents.
tests/test-chat.cpp,Tests,RETIRE,no,yes,,,,Tests for generic parser/Jinja backports; use current upstream equivalents.
tests/test-jinja.cpp,Tests,RETIRE,no,,,,yes,Tests for generic parser/Jinja backports; use current upstream equivalents.
tests/test-llama-archs.cpp,Tests,REFRESH,yes,yes,,,,Shared or mixed file; inspect hunks and re-port only ROCmFPX-owned behavior.
tests/test-quant-type-selection.cpp,Tests,REFRESH,yes,yes,,,,Shared test/tool file: rebase then retain ROCmFPX-specific cases.
tests/test-quantize-fns.cpp,Tests,REFRESH,yes,,,,yes,Shared test/tool file: rebase then retain ROCmFPX-specific cases.
tools/cli/README.md,Other,REFRESH,yes,,,,yes,Shared or mixed file; inspect hunks and re-port only ROCmFPX-owned behavior.
tools/completion/README.md,Other,REFRESH,yes,,,,yes,Shared or mixed file; inspect hunks and re-port only ROCmFPX-owned behavior.
tools/mtmd/clip.cpp,Other,REFRESH,yes,yes,,,,Shared or mixed file; inspect hunks and re-port only ROCmFPX-owned behavior.
tools/quantize/quantize.cpp,Other,REFRESH,yes,yes,,,yes,Shared test/tool file: rebase then retain ROCmFPX-specific cases.
tools/server/CMakeLists.txt,Server / cache,REFRESH,yes,yes,,,,"Shared server implementation: use current upstream and re-port disk-cache, strict verification, and request-override deltas."
tools/server/README.md,Server / cache,REFRESH,yes,,,,yes,"Shared server implementation: use current upstream and re-port disk-cache, strict verification, and request-override deltas."
tools/server/server-chat.cpp,Server / cache,REFRESH,yes,yes,,,,"Shared server implementation: use current upstream and re-port disk-cache, strict verification, and request-override deltas."
tools/server/server-context.cpp,Server / cache,REFRESH,yes,yes,,yes,yes,"Shared server implementation: use current upstream and re-port disk-cache, strict verification, and request-override deltas."
tools/server/server-task.cpp,Server / cache,REFRESH,yes,yes,,yes,yes,"Shared server implementation: use current upstream and re-port disk-cache, strict verification, and request-override deltas."
tools/server/server-task.h,Server / cache,REFRESH,yes,,,,yes,"Shared server implementation: use current upstream and re-port disk-cache, strict verification, and request-override deltas."
tools/server/server-tools.cpp,Server / cache,REFRESH,yes,,,,yes,"Shared server implementation: use current upstream and re-port disk-cache, strict verification, and request-override deltas."
tools/server/server.cpp,Server / cache,REFRESH,yes,,,,yes,"Shared server implementation: use current upstream and re-port disk-cache, strict verification, and request-override deltas."
tools/server/tests/unit/test_prompt_cache_disk.py,Server / cache,REFRESH,yes,,,,yes,"Shared server implementation: use current upstream and re-port disk-cache, strict verification, and request-override deltas."
tools/server/tests/unit/test_speculative.py,Server / cache,REFRESH,yes,yes,,,,"Shared server implementation: use current upstream and re-port disk-cache, strict verification, and request-override deltas."
tools/server/tests/utils.py,Server / cache,REFRESH,yes,,,,yes,"Shared server implementation: use current upstream and re-port disk-cache, strict verification, and request-override deltas."
tools/server/webui/src/lib/constants/uri-template.ts,WebUI,RETIRE,no,yes,,,,Generic WebUI repair/snapshot; use current upstream WebUI.
tools/server/webui/src/lib/services/chat.service.ts,WebUI,RETIRE,no,yes,,,,Generic WebUI repair/snapshot; use current upstream WebUI.
tools/server/webui/src/lib/stores/agentic.svelte.ts,WebUI,RETIRE,no,yes,,,,Generic WebUI repair/snapshot; use current upstream WebUI.
