id,repository,commit,path,locator,claim_supported,kind,caveat,url
E-111,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,ggml/src/ggml-cuda/vendors/hip.h,RDNA3.5 architecture classification and AMD intrinsics,The HIP backend recognizes gfx115x devices and selects RDNA3.5 behavior.,source,,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/ggml/src/ggml-cuda/vendors/hip.h
E-112,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,ggml/src/ggml-cuda/mmvq.cu,RDNA3.5 MMVQ launch tuning,Quantized matrix-vector launch choices include AMD RDNA3.5-specific tuning.,source,,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/ggml/src/ggml-cuda/mmvq.cu
E-113,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,ggml/src/ggml-cuda/gated_delta_net.cu,RDNA3.5 gated-delta-net launch tuning,Selected recurrent/MoE kernels have target-specific launch parameters.,source,,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/ggml/src/ggml-cuda/gated_delta_net.cu
E-114,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,ggml/src/ggml-vulkan/ggml-vulkan.cpp,"AMD architecture detection, graph optimization, command submission, memory accounting","The Vulkan backend includes AMD architecture routing, graph-order optimization, asynchronous submission, and integrated-memory accounting.",source,,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/ggml/src/ggml-vulkan/ggml-vulkan.cpp
E-115,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,ggml/src/ggml-vulkan/ggml-vulkan.cpp,get_device_memory() integrated-GPU branch,Integrated Vulkan devices account all memory heaps rather than device-local heaps only.,source,,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/ggml/src/ggml-vulkan/ggml-vulkan.cpp
E-116,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,ggml/src/ggml-vulkan/ggml-vulkan.cpp,graph optimize pattern matching and fused-op ordering,The fork contains graph scheduling/fusion logic relevant to MoE and recurrent workloads.,source,,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/ggml/src/ggml-vulkan/ggml-vulkan.cpp
E-117,fewtarius/llama-ai,1017f3dfdce3ca2b06aa9007b23295db3bb35722,scripts/detect-gpu.sh,HSA_OVERRIDE_GFX_VERSION and Strix Halo profile variables,Parent deployment exports gfx1151-compatible HSA and UMA settings.,source,,https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/scripts/detect-gpu.sh
E-118,fewtarius/llama-ai,1017f3dfdce3ca2b06aa9007b23295db3bb35722,llama-run.sh,Strix Halo profile branch,The runner prefers large in-memory contexts and may disable SSD state caching for selected Halo dense/MoE profiles.,source,,https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/llama-run.sh
E-119,fewtarius/llama-ai,1017f3dfdce3ca2b06aa9007b23295db3bb35722,scripts/rebuild.sh,AMDGPU_TARGETS/gfx target and unified-memory options,The build helper emits ROCm/HIP target and unified-memory flags appropriate to AMD APUs.,source,,https://github.com/fewtarius/llama-ai/blob/1017f3dfdce3ca2b06aa9007b23295db3bb35722/scripts/rebuild.sh
E-200,charlie12345/ROCmFPX,a5605a72768c6562241b248e268e33dc92787394,(commit),commit metadata,The portability target is assessed at an exact ROCmFPX main-branch commit.,commit,,https://github.com/charlie12345/ROCmFPX/commit/a5605a72768c6562241b248e268e33dc92787394
E-201,charlie12345/ROCmFPX,a5605a72768c6562241b248e268e33dc92787394,LICENSE,full license text,ROCmFPX is MIT licensed.,license,,https://github.com/charlie12345/ROCmFPX/blob/a5605a72768c6562241b248e268e33dc92787394/LICENSE
E-202,charlie12345/ROCmFPX,a5605a72768c6562241b248e268e33dc92787394,README.md,"project status, Strix Halo quick start, tested support, MTP and ROCmFPX scope",ROCmFPX already targets AMD/Strix Halo with HIP and Vulkan and labels its feature family experimental.,documentation,,https://github.com/charlie12345/ROCmFPX/blob/a5605a72768c6562241b248e268e33dc92787394/README.md
E-203,charlie12345/ROCmFPX,a5605a72768c6562241b248e268e33dc92787394,common/common.h,"cache_ram_mib, cache_disk_path, cache_disk_limit_mib",The target already exposes RAM prompt-cache and disk-spill configuration.,source,,https://github.com/charlie12345/ROCmFPX/blob/a5605a72768c6562241b248e268e33dc92787394/common/common.h
E-204,charlie12345/ROCmFPX,a5605a72768c6562241b248e268e33dc92787394,tools/server/README.md,--cache-disk and --cache-disk-limit options,"The target documents an owner-only, per-run disk prompt cache that is removed at shutdown.",source,,https://github.com/charlie12345/ROCmFPX/blob/a5605a72768c6562241b248e268e33dc92787394/tools/server/README.md
E-205,charlie12345/ROCmFPX,a5605a72768c6562241b248e268e33dc92787394,tools/server/server-task.cpp,"server_prompt_cache constructor, namespace ownership marker, lock, stale cleanup","The target creates a private per-process namespace, secures it, locks it, and cleans abandoned owned runs.",source,,https://github.com/charlie12345/ROCmFPX/blob/a5605a72768c6562241b248e268e33dc92787394/tools/server/server-task.cpp
E-206,charlie12345/ROCmFPX,a5605a72768c6562241b248e268e33dc92787394,tools/server/server-task.cpp,"save_disk() temporary pair, flush, atomic rename, directory sync","The target commits target/draft state through temporary files, validation, atomic rename, and directory synchronization.",source,,https://github.com/charlie12345/ROCmFPX/blob/a5605a72768c6562241b248e268e33dc92787394/tools/server/server-task.cpp
E-207,charlie12345/ROCmFPX,a5605a72768c6562241b248e268e33dc92787394,tools/server/server-task.cpp,"disk-state LCP matching, state_spec exact-boundary behavior, LRU",The target already performs disk-backed prefix matching with special handling for stateful MTP records and bounded LRU eviction.,source,,https://github.com/charlie12345/ROCmFPX/blob/a5605a72768c6562241b248e268e33dc92787394/tools/server/server-task.cpp
E-208,charlie12345/ROCmFPX,a5605a72768c6562241b248e268e33dc92787394,tools/server/server-task.cpp,disable_disk_saves() circuit breaker and corruption paths,Persistent disk write failures open a circuit breaker while reads/fallback remain available.,source,,https://github.com/charlie12345/ROCmFPX/blob/a5605a72768c6562241b248e268e33dc92787394/tools/server/server-task.cpp
E-209,charlie12345/ROCmFPX,a5605a72768c6562241b248e268e33dc92787394,tools/server/server-task.cpp,destructor cleanup,"The target deletes its owned run directory on clean shutdown, so its current disk cache is not restart-persistent.",source,,https://github.com/charlie12345/ROCmFPX/blob/a5605a72768c6562241b248e268e33dc92787394/tools/server/server-task.cpp
E-210,charlie12345/ROCmFPX,a5605a72768c6562241b248e268e33dc92787394,tools/server/tests/unit/test_prompt_cache_disk.py,"disk cache hit, LRU, target/draft pair, corruption, failure and cleanup tests",The target has focused automated tests for disk prompt-cache behavior and failure containment.,test,,https://github.com/charlie12345/ROCmFPX/blob/a5605a72768c6562241b248e268e33dc92787394/tools/server/tests/unit/test_prompt_cache_disk.py
E-211,charlie12345/ROCmFPX,a5605a72768c6562241b248e268e33dc92787394,tools/server/tests/utils.py,server test configuration for cache_disk and failure injection,The test harness exposes disk-cache settings and portable failure probes.,test,,https://github.com/charlie12345/ROCmFPX/blob/a5605a72768c6562241b248e268e33dc92787394/tools/server/tests/utils.py
E-212,charlie12345/ROCmFPX,a5605a72768c6562241b248e268e33dc92787394,README.md,verified Strix Halo MTP results and backend recommendations,The target already contains newer Strix Halo validation and MTP performance baselines.,documentation,"Performance figures are local measurements, not universal guarantees.",https://github.com/charlie12345/ROCmFPX/blob/a5605a72768c6562241b248e268e33dc92787394/README.md
E-213,charlie12345/ROCmFPX,a5605a72768c6562241b248e268e33dc92787394,include/llama.h,sequence-state API at target pin,The target's llama.cpp base supplies the sequence state primitives required by its existing prompt cache.,source,,https://github.com/charlie12345/ROCmFPX/blob/a5605a72768c6562241b248e268e33dc92787394/include/llama.h
E-214,charlie12345/ROCmFPX,a5605a72768c6562241b248e268e33dc92787394,THIRD_PARTY_NOTICES.md,third-party attributions,The target maintains third-party notices alongside its MIT license.,license,,https://github.com/charlie12345/ROCmFPX/blob/a5605a72768c6562241b248e268e33dc92787394/THIRD_PARTY_NOTICES.md
E-120,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,common/arg.cpp,--tools and --agent option registrations,"The server can enable built-in agent tools, including file and shell operations, and warns against untrusted exposure.",source,,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/arg.cpp
E-121,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server.cpp,/tools route registration and experimental security warning,Built-in tool routes are conditionally exposed and explicitly labeled experimental/unsafe for untrusted environments.,source,,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp
E-122,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,common/arg.cpp,--ui-mcp-proxy option,An experimental MCP CORS proxy can be enabled for the Web UI.,source,,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/arg.cpp
E-123,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server.cpp,/cors-proxy route registration and warning,The MCP CORS proxy is conditionally exposed and carries an untrusted-environment warning.,source,,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp
E-124,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server.cpp,register_gcp_compat(),The server registers Google Cloud/Vertex AI compatibility routes.,source,,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp
E-125,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,common/arg.cpp,--sleep-idle-seconds option,The server can enter an idle sleep state after a configured interval.,source,,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/arg.cpp
E-126,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,common/arg.cpp,"--reasoning, --reasoning-budget, and --reasoning-preserve controls","Reasoning parsing, budgets, and history preservation are configurable.",source,,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/arg.cpp
E-127,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,common/arg.cpp,--grammar and --json-schema options,Generation can be constrained by grammar or JSON Schema.,source,,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/arg.cpp
E-128,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,common/arg.cpp,--ui and UI configuration options,The server can host a configurable Web UI.,source,,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/arg.cpp
E-129,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,common/arg.cpp,--fit and fit-target options,The runtime can estimate memory and adjust unset parameters to fit device capacity.,source,,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/arg.cpp
E-130,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,tools/server/server.cpp,multimodal and audio route registrations,The server exposes multimodal-compatible generation and transcription routes when model capabilities permit.,source,,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/tools/server/server.cpp
E-131,fewtarius/CachyLLama,6be745998f568e379ea197fcf827baec73ff9940,common/arg.cpp,speculative decoding argument group,Draft-model and n-gram speculative decoding are configurable.,source,,https://github.com/fewtarius/CachyLLama/blob/6be745998f568e379ea197fcf827baec73ff9940/common/arg.cpp
